minor_class_id,class_id,fiscal_year,total,minor_class,class,department,fund
240,2,2015,300,Advertising/promotional Activities,Purchase of Services,Revenue,General Operating Fund
250,2,2015,2015400,Professional Consult/spec Services,Purchase of Services,Revenue,General Operating Fund
251,2,2015,280,Information Technology-prof Service,Purchase of Services,Revenue,General Operating Fund
255,2,2015,27200,Dues,Purchase of Services,Revenue,General Operating Fund
256,2,2015,17000,Seminar and Training Sessions,Purchase of Services,Revenue,General Operating Fund
258,2,2015,4500,Court Reporters,Purchase of Services,Revenue,General Operating Fund
260,2,2015,284131,Repair and Maintenance Charges,Purchase of Services,Revenue,General Operating Fund
266,2,2015,2000,Maint/support-computr Hardware/soft,Purchase of Services,Revenue,General Operating Fund
285,2,2015,6000,Rents,Purchase of Services,Revenue,General Operating Fund
304,3,2015,22435,Books and Other Publications,Materials and Supplies,Revenue,General Operating Fund
305,3,2015,1000,Building and Construction,Materials and Supplies,Revenue,General Operating Fund
420,4,2015,32491,Office Equipment,Equipment,Law,General Operating Fund
308,3,2015,950,Dry Goods/notions/wearing Apparel,Materials and Supplies,Revenue,General Operating Fund
310,3,2015,525,Electrical and Communication,Materials and Supplies,Revenue,General Operating Fund
316,3,2015,500,General Hardware and Minor Tools,Materials and Supplies,Revenue,General Operating Fund
318,3,2015,1145,"Janitorial, Laundry and Household",Materials and Supplies,Revenue,General Operating Fund
320,3,2015,215664,Office Materials and Supplies,Materials and Supplies,Revenue,General Operating Fund
324,3,2015,21900,"Precision, Photographic and Artists",Materials and Supplies,Revenue,General Operating Fund
325,3,2015,261073,Printing,Materials and Supplies,Revenue,General Operating Fund
326,3,2015,600,Recreational and Educational,Materials and Supplies,Revenue,General Operating Fund
335,3,2015,500,Lubricants,Materials and Supplies,Revenue,General Operating Fund
345,3,2015,25,Gasoline,Materials and Supplies,Revenue,General Operating Fund
420,4,2015,37259,Office Equipment,Equipment,Revenue,General Operating Fund
430,4,2015,7500,Furniture and Furnishings,Equipment,Revenue,General Operating Fund
250,2,2015,4500,Professional Consult/spec Services,Purchase of Services,Sinking Fund Commission,General Operating Fund
281,2,2015,28743912,Lease Payments-phila Municipal Auth,Purchase of Services,Sinking Fund Commission,General Operating Fund
285,2,2015,82468894,Rents,Purchase of Services,Sinking Fund Commission,General Operating Fund
701,7,2015,72337384,Interest on City Debt -- Long-term,Debt Service,Sinking Fund Commission,General Operating Fund
702,7,2015,58565000,Principal Payments on City Debt-l/t,Debt Service,Sinking Fund Commission,General Operating Fund
703,7,2015,3500000,Interest on City Debt - Short-term,Debt Service,Sinking Fund Commission,General Operating Fund
704,7,2015,1335875,Sinking Fund Reserve Payment,Debt Service,Sinking Fund Commission,General Operating Fund
705,7,2015,740000,Commitment Fee Expense,Debt Service,Sinking Fund Commission,General Operating Fund
706,7,2015,100000,Arbitrage Payments,Debt Service,Sinking Fund Commission,General Operating Fund
101,1,2015,2325132,Perm Full Time-civilian,Personal Services,Procurement,General Operating Fund
161,1,2015,5000,Overtime Civilian,Personal Services,Procurement,General Operating Fund
210,2,2015,4500,Postage,Purchase of Services,Procurement,General Operating Fund
211,2,2015,5000,Transportation,Purchase of Services,Procurement,General Operating Fund
230,2,2015,500,Meals-non-travel & Officl Entertain,Purchase of Services,Procurement,General Operating Fund
240,2,2015,2194662,Advertising/promotional Activities,Purchase of Services,Procurement,General Operating Fund
250,2,2015,80500,Professional Consult/spec Services,Purchase of Services,Procurement,General Operating Fund
255,2,2015,2025,Dues,Purchase of Services,Procurement,General Operating Fund
256,2,2015,6580,Seminar and Training Sessions,Purchase of Services,Procurement,General Operating Fund
258,2,2015,300,Court Reporters,Purchase of Services,Procurement,General Operating Fund
260,2,2015,19200,Repair and Maintenance Charges,Purchase of Services,Procurement,General Operating Fund
285,2,2015,3000,Rents,Purchase of Services,Procurement,General Operating Fund
304,3,2015,9000,Books and Other Publications,Materials and Supplies,Procurement,General Operating Fund
308,3,2015,100,Dry Goods/notions/wearing Apparel,Materials and Supplies,Procurement,General Operating Fund
313,3,2015,484,Food,Materials and Supplies,Procurement,General Operating Fund
320,3,2015,20000,Office Materials and Supplies,Materials and Supplies,Procurement,General Operating Fund
324,3,2015,5605,"Precision, Photographic and Artists",Materials and Supplies,Procurement,General Operating Fund
325,3,2015,4365,Printing,Materials and Supplies,Procurement,General Operating Fund
420,4,2015,7500,Office Equipment,Equipment,Procurement,General Operating Fund
430,4,2015,2000,Furniture and Furnishings,Equipment,Procurement,General Operating Fund
101,1,2015,780122,Perm Full Time-civilian,Personal Services,City Treasurer,General Operating Fund
209,2,2015,27,Telephone,Purchase of Services,City Treasurer,General Operating Fund
210,2,2015,2354,Postage,Purchase of Services,City Treasurer,General Operating Fund
211,2,2015,434,Transportation,Purchase of Services,City Treasurer,General Operating Fund
250,2,2015,102279,Professional Consult/spec Services,Purchase of Services,City Treasurer,General Operating Fund
255,2,2015,1500,Dues,Purchase of Services,City Treasurer,General Operating Fund
256,2,2015,3500,Seminar and Training Sessions,Purchase of Services,City Treasurer,General Operating Fund
260,2,2015,4200,Repair and Maintenance Charges,Purchase of Services,City Treasurer,General Operating Fund
285,2,2015,4150,Rents,Purchase of Services,City Treasurer,General Operating Fund
304,3,2015,1022,Books and Other Publications,Materials and Supplies,City Treasurer,General Operating Fund
320,3,2015,6200,Office Materials and Supplies,Materials and Supplies,City Treasurer,General Operating Fund
325,3,2015,14002,Printing,Materials and Supplies,City Treasurer,General Operating Fund
420,4,2015,1000,Office Equipment,Equipment,City Treasurer,General Operating Fund
101,1,2015,403358,Perm Full Time-civilian,Personal Services,City Representative,General Operating Fund
211,2,2015,8000,Transportation,Purchase of Services,City Representative,General Operating Fund
230,2,2015,2100,Meals-non-travel & Officl Entertain,Purchase of Services,City Representative,General Operating Fund
250,2,2015,528130,Professional Consult/spec Services,Purchase of Services,City Representative,General Operating Fund
255,2,2015,1000,Dues,Purchase of Services,City Representative,General Operating Fund
256,2,2015,10000,Seminar and Training Sessions,Purchase of Services,City Representative,General Operating Fund
260,2,2015,5000,Repair and Maintenance Charges,Purchase of Services,City Representative,General Operating Fund
285,2,2015,7500,Rents,Purchase of Services,City Representative,General Operating Fund
304,3,2015,31000,Books and Other Publications,Materials and Supplies,City Representative,General Operating Fund
320,3,2015,6000,Office Materials and Supplies,Materials and Supplies,City Representative,General Operating Fund
324,3,2015,8000,"Precision, Photographic and Artists",Materials and Supplies,City Representative,General Operating Fund
325,3,2015,3000,Printing,Materials and Supplies,City Representative,General Operating Fund
424,4,2015,6000,"Precision, Photographic and Artist",Equipment,City Representative,General Operating Fund
101,1,2015,1889967,Perm Full Time-civilian,Personal Services,Commerce,General Operating Fund
211,2,2015,1185,Transportation,Purchase of Services,Commerce,General Operating Fund
230,2,2015,30,Meals-non-travel & Officl Entertain,Purchase of Services,Commerce,General Operating Fund
250,2,2015,1611448,Professional Consult/spec Services,Purchase of Services,Commerce,General Operating Fund
256,2,2015,325,Seminar and Training Sessions,Purchase of Services,Commerce,General Operating Fund
260,2,2015,1875,Repair and Maintenance Charges,Purchase of Services,Commerce,General Operating Fund
285,2,2015,15012816,Rents,Purchase of Services,Commerce,General Operating Fund
295,2,2015,250,Purchase Services-imprest Advances,Purchase of Services,Commerce,General Operating Fund
304,3,2015,1702,Books and Other Publications,Materials and Supplies,Commerce,General Operating Fund
310,3,2015,66,Electrical and Communication,Materials and Supplies,Commerce,General Operating Fund
318,3,2015,395,"Janitorial, Laundry and Household",Materials and Supplies,Commerce,General Operating Fund
320,3,2015,6500,Office Materials and Supplies,Materials and Supplies,Commerce,General Operating Fund
324,3,2015,16038,"Precision, Photographic and Artists",Materials and Supplies,Commerce,General Operating Fund
325,3,2015,1953,Printing,Materials and Supplies,Commerce,General Operating Fund
517,5,2015,500000,Contributions-gov & Non-prof Not Ed,"Contributions, Indemnities, Refunds, Taxes",Commerce,General Operating Fund
100,1,2015,20000,Salary Control,Personal Services,Law,General Operating Fund
101,1,2015,7133923,Perm Full Time-civilian,Personal Services,Law,General Operating Fund
121,1,2015,5000,Temporary Seasonal,Personal Services,Law,General Operating Fund
161,1,2015,5000,Overtime Civilian,Personal Services,Law,General Operating Fund
209,2,2015,200,Telephone,Purchase of Services,Law,General Operating Fund
210,2,2015,2000,Postage,Purchase of Services,Law,General Operating Fund
211,2,2015,17300,Transportation,Purchase of Services,Law,General Operating Fund
216,2,2015,3000,Commercial Off-shelf Comp Software,Purchase of Services,Law,General Operating Fund
250,2,2015,1604695,Professional Consult/spec Services,Purchase of Services,Law,General Operating Fund
251,2,2015,160000,Information Technology-prof Service,Purchase of Services,Law,General Operating Fund
253,2,2015,3199488,Legal Services,Purchase of Services,Law,General Operating Fund
255,2,2015,40000,Dues,Purchase of Services,Law,General Operating Fund
256,2,2015,20000,Seminar and Training Sessions,Purchase of Services,Law,General Operating Fund
257,2,2015,400000,Architectural & Engineering Srvcs,Purchase of Services,Law,General Operating Fund
258,2,2015,300000,Court Reporters,Purchase of Services,Law,General Operating Fund
259,2,2015,150000,Arbitration Fees,Purchase of Services,Law,General Operating Fund
260,2,2015,14748,Repair and Maintenance Charges,Purchase of Services,Law,General Operating Fund
266,2,2015,1478,Maint/support-computr Hardware/soft,Purchase of Services,Law,General Operating Fund
277,2,2015,8125,Witness Fees,Purchase of Services,Law,General Operating Fund
285,2,2015,89000,Rents,Purchase of Services,Law,General Operating Fund
304,3,2015,130000,Books and Other Publications,Materials and Supplies,Law,General Operating Fund
310,3,2015,70,Electrical and Communication,Materials and Supplies,Law,General Operating Fund
318,3,2015,185,"Janitorial, Laundry and Household",Materials and Supplies,Law,General Operating Fund
320,3,2015,45000,Office Materials and Supplies,Materials and Supplies,Law,General Operating Fund
324,3,2015,21930,"Precision, Photographic and Artists",Materials and Supplies,Law,General Operating Fund
430,4,2015,5000,Furniture and Furnishings,Equipment,Law,General Operating Fund
100,1,2015,3736,Salary Control,Personal Services,Board of Ethics,General Operating Fund
101,1,2015,891118,Perm Full Time-civilian,Personal Services,Board of Ethics,General Operating Fund
209,2,2015,250,Telephone,Purchase of Services,Board of Ethics,General Operating Fund
210,2,2015,1500,Postage,Purchase of Services,Board of Ethics,General Operating Fund
211,2,2015,5500,Transportation,Purchase of Services,Board of Ethics,General Operating Fund
216,2,2015,1000,Commercial Off-shelf Comp Software,Purchase of Services,Board of Ethics,General Operating Fund
240,2,2015,1000,Advertising/promotional Activities,Purchase of Services,Board of Ethics,General Operating Fund
250,2,2015,8500,Professional Consult/spec Services,Purchase of Services,Board of Ethics,General Operating Fund
251,2,2015,30000,Information Technology-prof Service,Purchase of Services,Board of Ethics,General Operating Fund
253,2,2015,20000,Legal Services,Purchase of Services,Board of Ethics,General Operating Fund
255,2,2015,600,Dues,Purchase of Services,Board of Ethics,General Operating Fund
256,2,2015,4000,Seminar and Training Sessions,Purchase of Services,Board of Ethics,General Operating Fund
258,2,2015,12000,Court Reporters,Purchase of Services,Board of Ethics,General Operating Fund
